locus	Genus	Species
NC_010720	Escherichia	coli
NC_002142	Escherichia	coli
NZ_CP015393	Klebsiella	pneumoniae
NZ_CP015394	Klebsiella	pneumoniae
NZ_CP015395	Klebsiella	pneumoniae
NZ_CP015396	Klebsiella	pneumoniae
NZ_CP015397	Klebsiella	pneumoniae
NC_017639	Escherichia	coli
NC_017642	Escherichia	coli
NC_017640	Escherichia	coli
NC_017643	Escherichia	coli
NC_017645	Escherichia	coli
NZ_CP018429	Klebsiella	pneumoniae
NZ_CP018430	Klebsiella	pneumoniae
NZ_CP018431	Klebsiella	pneumoniae
NZ_CP018432	Klebsiella	pneumoniae
NZ_CP016160	Klebsiella	pneumoniae
NZ_CP016161	Klebsiella	pneumoniae
NC_017629	Escherichia	coli
NZ_CP018433	Klebsiella	pneumoniae
NZ_CP018434	Klebsiella	pneumoniae
NZ_CP018435	Klebsiella	pneumoniae
NZ_CP018436	Klebsiella	pneumoniae
NC_017630	Escherichia	coli
NZ_CP018423	Klebsiella	pneumoniae
NZ_CP018424	Klebsiella	pneumoniae
NZ_CP018425	Klebsiella	pneumoniae
NZ_CP018426	Klebsiella	pneumoniae
NC_017721	Escherichia	coli
NC_017723	Escherichia	coli
NC_017722	Escherichia	coli
NC_017724	Escherichia	coli
NC_007941	Escherichia	coli
NC_022661	Escherichia	coli
NC_022649	Escherichia	coli
NC_022662	Escherichia	coli
NC_022650	Escherichia	coli
NC_022651	Escherichia	coli
NZ_CP006028	Escherichia	coli
NZ_CP006029	Escherichia	coli
NZ_CP006263	Escherichia	coli
NZ_CP006264	Escherichia	coli
NZ_CP019438	Thioclava	sp.
NZ_CP019439	Thioclava	sp.
NZ_CP007134	Escherichia	coli
NZ_CP007135	Escherichia	coli
NZ_CP019039	Bacillus	velezensis
NZ_CP007137	Escherichia	coli
NZ_CP007138	Escherichia	coli
NZ_CP008806	Escherichia	coli
NZ_CP008807	Escherichia	coli
NZ_CP008958	Escherichia	coli
NZ_CP019665	Burkholderia	cenocepacia
NC_022371	Escherichia	coli
NZ_CP009579	Escherichia	coli
NZ_CP009580	Escherichia	coli
NZ_CP009581	Escherichia	coli
NZ_CP009582	Escherichia	coli
NG_052861	Escherichia	coli
NG_052862	Klebsiella	pneumoniae
NG_052893	Salmonella	enterica
NZ_CP005931	Escherichia	coli
NZ_CP005932	Escherichia	coli
NZ_CP009860	Escherichia	coli
NZ_CP009861	Escherichia	coli
NZ_CP009862	Escherichia	coli
NZ_CP009073	Escherichia	coli
NZ_CP009074	Escherichia	coli
NZ_CP009105	Escherichia	coli
NZ_CP010345	Escherichia	coli
NZ_CP010877	Escherichia	coli
NZ_CP010878	Escherichia	coli
NZ_CP010879	Escherichia	coli
NZ_CP010880	Escherichia	coli
NZ_CP010881	Escherichia	coli
NZ_CP010882	Escherichia	coli
NZ_CP010372	Escherichia	coli
NZ_CP010373	Escherichia	coli
NZ_CP011332	Escherichia	coli
NZ_CP011333	Escherichia	coli
NZ_CP011334	Escherichia	coli
NZ_CP011335	Escherichia	coli
NZ_CP011336	Escherichia	coli
NZ_CP011337	Escherichia	coli
NZ_CP011338	Escherichia	coli
NZ_CP010305	Escherichia	coli
NZ_CP006633	Escherichia	coli
NZ_CP006634	Escherichia	coli
NZ_CP006635	Escherichia	coli
NZ_CP011135	Escherichia	coli
NZ_CP011136	Escherichia	coli
NZ_CP011137	Escherichia	coli
NZ_CP011138	Escherichia	coli
NZ_CP011139	Escherichia	coli
NZ_CP011140	Escherichia	coli
NZ_CP011141	Escherichia	coli
NZ_CP011142	Escherichia	coli
NZ_CP011143	Escherichia	coli
NZ_CP011019	Escherichia	coli
NZ_CP011417	Escherichia	coli
NZ_CP011418	Escherichia	coli
NZ_HG941719	Escherichia	coli
NZ_HG941720	Escherichia	coli
NZ_CP009107	Escherichia	coli
NZ_CP006637	Escherichia	coli
NZ_CP006638	Escherichia	coli
NZ_CP006639	Escherichia	coli
NZ_CP006640	Escherichia	coli
NZ_CP006641	Escherichia	coli
NZ_CP006642	Escherichia	coli
NZ_CP010316	Escherichia	coli
NZ_CP010317	Escherichia	coli
NZ_CP010318	Escherichia	coli
NZ_CP011496	Escherichia	coli
NZ_CP019729	Jeotgalibaca	dankookensis
NZ_CP014690	Gluconobacter	albidus
NZ_CP009260	Helicobacter	pylori
NZ_CP012634	Escherichia	coli
NZ_CP012636	Escherichia	coli
NZ_CP012637	Escherichia	coli
NZ_CP012638	Escherichia	coli
NZ_CP012632	Escherichia	coli
NZ_CP012626	Escherichia	coli
NZ_CP012627	Escherichia	coli
NZ_CP012628	Escherichia	coli
NZ_CP012629	Escherichia	coli
NZ_CP012630	Escherichia	coli
NZ_CP013024	Escherichia	coli
NZ_CP013026	Escherichia	coli
NZ_CP013027	Escherichia	coli
NZ_CP013657	Escherichia	coli
NZ_CP013833	Escherichia	coli
NZ_CP013834	Escherichia	coli
NZ_CP013832	Escherichia	coli
NZ_CP014273	Escherichia	coli
NZ_CP014271	Escherichia	coli
NZ_CP014489	Escherichia	coli
NZ_CP014490	Escherichia	coli
NZ_CP014491	Escherichia	coli
NZ_CP014496	Escherichia	coli
NZ_CP014498	Escherichia	coli
NZ_CP014523	Escherichia	coli
NZ_CP014524	Escherichia	coli
NZ_CP011493	Escherichia	coli
NZ_CP009167	Escherichia	coli
NZ_CP009168	Escherichia	coli
NZ_CP009169	Escherichia	coli
NZ_LN824134	Klebsiella	pneumoniae
NZ_LN824135	Klebsiella	pneumoniae
NZ_LN824136	Klebsiella	pneumoniae
NZ_LN824137	Klebsiella	pneumoniae
NZ_LN824138	Klebsiella	pneumoniae
NZ_LN824139	Klebsiella	pneumoniae
NZ_CP014317	Escherichia	coli
NZ_CP014318	Escherichia	coli
NZ_CP014319	Escherichia	coli
NZ_CP014320	Escherichia	coli
NZ_CP014321	Escherichia	coli
NZ_CP012754	Klebsiella	pneumoniae
NZ_CP012755	Klebsiella	pneumoniae
NZ_CP015754	Klebsiella	pneumoniae
NZ_CP015755	Klebsiella	pneumoniae
NZ_CP014756	Klebsiella	pneumoniae
NZ_CP014757	Klebsiella	pneumoniae
NZ_CP014758	Klebsiella	pneumoniae
NZ_CP011062	Escherichia	coli
NZ_CP011063	Escherichia	coli
NZ_CP011064	Escherichia	coli
NZ_CP011065	Escherichia	coli
NZ_CP011066	Escherichia	coli
NZ_CP011067	Escherichia	coli
NZ_CP015022	Escherichia	coli
NZ_CP015021	Escherichia	coli
NZ_CP015077	Escherichia	coli
NZ_CP015078	Escherichia	coli
NZ_CP015139	Escherichia	coli
NZ_CP015140	Escherichia	coli
NZ_CP015141	Escherichia	coli
NZ_CP015142	Escherichia	coli
NZ_CP015143	Escherichia	coli
NZ_CP015144	Escherichia	coli
NZ_CP015070	Escherichia	coli
NZ_CP015071	Escherichia	coli
NZ_CP015072	Escherichia	coli
NZ_CP015073	Escherichia	coli
NZ_CP015239	Escherichia	coli
NZ_CP015816	Escherichia	coli
NZ_CP015833	Escherichia	coli
NZ_CP012501	Escherichia	coli
NZ_CP015844	Escherichia	coli
NZ_CP015845	Escherichia	coli
NZ_CP015160	Escherichia	coli
NZ_CP015161	Escherichia	coli
NZ_CP015847	Escherichia	coli
NZ_CP015242	Escherichia	coli
NZ_CP012500	Escherichia	coli
NZ_CP015075	Escherichia	coli
NZ_CP016008	Escherichia	coli
NZ_CP016009	Escherichia	coli
NZ_CP012499	Escherichia	coli
NZ_CP015913	Escherichia	coli
NZ_CP015914	Escherichia	coli
NZ_CP015915	Escherichia	coli
NZ_CP015916	Escherichia	coli
NZ_CP015917	Escherichia	coli
NZ_CP012498	Escherichia	coli
NZ_CP015996	Escherichia	coli
NZ_CP015997	Escherichia	coli
NZ_CP014668	Escherichia	coli
NZ_CP014669	Escherichia	coli
NZ_CP016035	Escherichia	coli
NZ_CP016036	Escherichia	coli
NZ_CP016037	Escherichia	coli
NZ_CP016038	Escherichia	coli
NZ_CP016039	Escherichia	coli
NZ_CP016040	Escherichia	coli
NZ_CP016041	Escherichia	coli
NZ_CP016042	Escherichia	coli
NZ_CP016498	Escherichia	coli
NZ_CP015856	Escherichia	coli
NZ_CP016547	Escherichia	coli
NZ_CP016548	Escherichia	coli
NZ_CP016549	Escherichia	coli
NZ_CP016550	Escherichia	coli
NZ_CP016551	Escherichia	coli
NZ_CP016626	Escherichia	coli
NZ_CP012491	Escherichia	coli
NZ_CP012492	Escherichia	coli
NZ_CP012493	Escherichia	coli
NZ_CP015835	Escherichia	coli
NZ_CP015836	Escherichia	coli
NZ_CP015837	Escherichia	coli
NZ_CP015838	Escherichia	coli
NZ_CP016405	Escherichia	coli
NZ_CP012803	Escherichia	coli
NZ_CP012804	Escherichia	coli
NZ_CP017439	Escherichia	coli
NZ_CP017443	Escherichia	coli
NZ_CP017445	Escherichia	coli
NZ_CP017437	Escherichia	coli
NZ_CP017447	Escherichia	coli
NZ_CP017441	Escherichia	coli
NZ_CP008715	Escherichia	coli
NZ_CP008716	Escherichia	coli
NZ_CP008717	Escherichia	coli
NZ_CP008718	Escherichia	coli
NZ_CP008719	Escherichia	coli
NZ_CP008720	Escherichia	coli
NZ_CP008721	Escherichia	coli
NZ_CP017670	Escherichia	coli
NZ_CP017435	Escherichia	coli
NZ_CP013191	Escherichia	coli
NZ_CP013192	Escherichia	coli
NZ_CP013193	Escherichia	coli
NZ_CP013194	Escherichia	coli
NZ_LT632321	Escherichia	coli
NZ_CP017252	Escherichia	coli
NZ_CP017250	Escherichia	coli
NZ_CP018116	Escherichia	coli
NZ_CP018117	Escherichia	coli
NZ_CP018118	Escherichia	coli
NZ_CP018119	Escherichia	coli
NZ_CP018120	Escherichia	coli
NZ_CP018251	Escherichia	coli
NZ_CP018122	Escherichia	coli
NZ_CP018123	Escherichia	coli
NZ_CP018124	Escherichia	coli
NZ_CP018125	Escherichia	coli
NZ_CP018126	Escherichia	coli
NZ_CP018110	Escherichia	coli
NZ_CP018111	Escherichia	coli
NZ_CP018112	Escherichia	coli
NZ_CP018113	Escherichia	coli
NZ_CP018114	Escherichia	coli
NZ_CP017845	Escherichia	coli
NZ_CP017846	Escherichia	coli
NZ_CP017847	Escherichia	coli
NZ_CP017848	Escherichia	coli
NZ_CP018242	Escherichia	coli
NZ_CP018238	Escherichia	coli
NZ_CP018246	Escherichia	coli
NZ_CP018240	Escherichia	coli
NZ_CP018248	Escherichia	coli
NZ_CP018244	Escherichia	coli
NZ_CP018207	Escherichia	coli
NZ_CP018208	Escherichia	coli
NZ_CP018104	Escherichia	coli
NZ_CP018105	Escherichia	coli
NZ_CP018106	Escherichia	coli
NZ_CP018107	Escherichia	coli
NZ_CP018108	Escherichia	coli
NZ_CP018253	Escherichia	coli
NZ_CP010164	Escherichia	coli
NZ_CP010165	Escherichia	coli
NZ_CP010166	Escherichia	coli
NZ_CP010161	Escherichia	coli
NZ_CP010162	Escherichia	coli
NZ_CP010179	Escherichia	coli
NZ_CP010168	Escherichia	coli
NZ_CP010149	Escherichia	coli
NZ_CP010130	Escherichia	coli
NZ_CP010131	Escherichia	coli
NZ_CP010158	Escherichia	coli
NZ_CP010159	Escherichia	coli
NZ_CP010135	Escherichia	coli
NZ_CP010136	Escherichia	coli
NZ_CP010146	Escherichia	coli
NZ_CP010147	Escherichia	coli
NZ_CP010181	Escherichia	coli
NZ_CP010182	Escherichia	coli
NZ_CP010123	Escherichia	coli
NZ_CP010124	Escherichia	coli
NZ_CP010197	Escherichia	coli
NZ_CP010198	Escherichia	coli
NZ_CP010199	Escherichia	coli
NZ_CP010173	Escherichia	coli
NZ_CP010174	Escherichia	coli
NZ_CP010175	Escherichia	coli
NZ_CP010214	Escherichia	coli
NZ_CP010215	Escherichia	coli
NZ_CP010216	Escherichia	coli
NZ_CP010217	Escherichia	coli
NZ_CP010218	Escherichia	coli
NZ_CP010243	Escherichia	coli
NZ_CP010244	Escherichia	coli
NZ_CP010245	Escherichia	coli
NZ_CP010241	Escherichia	coli
NZ_CP010118	Escherichia	coli
NZ_CP010184	Escherichia	coli
NZ_CP010185	Escherichia	coli
NZ_CP010201	Escherichia	coli
NZ_CP010202	Escherichia	coli
NZ_CP010203	Escherichia	coli
NZ_CP010204	Escherichia	coli
NZ_CP010205	Escherichia	coli
NZ_CP010207	Escherichia	coli
NZ_CP010208	Escherichia	coli
NZ_CP010209	Escherichia	coli
NZ_CP010210	Escherichia	coli
NZ_CP010211	Escherichia	coli
NZ_CP010212	Escherichia	coli
NZ_CP010222	Escherichia	coli
NZ_CP010223	Escherichia	coli
NZ_CP010224	Escherichia	coli
NZ_CP010225	Escherichia	coli
NZ_CP010192	Escherichia	coli
NZ_CP010193	Escherichia	coli
NZ_CP010194	Escherichia	coli
NZ_CP010195	Escherichia	coli
NZ_CP010220	Escherichia	coli
NZ_CP010232	Escherichia	coli
NZ_CP010233	Escherichia	coli
NZ_CP010234	Escherichia	coli
NZ_CP010153	Escherichia	coli
NZ_CP010154	Escherichia	coli
NZ_CP010155	Escherichia	coli
NZ_CP010156	Escherichia	coli
NZ_CP010239	Escherichia	coli
NZ_CP010227	Escherichia	coli
NZ_CP010126	Escherichia	coli
NZ_CP010127	Escherichia	coli
NZ_CP010128	Escherichia	coli
NZ_CP010144	Escherichia	coli
NZ_CP010187	Escherichia	coli
NZ_CP010188	Escherichia	coli
NZ_CP010189	Escherichia	coli
NZ_CP010190	Escherichia	coli
NZ_CP010120	Escherichia	coli
NZ_CP010138	Escherichia	coli
NZ_CP010139	Escherichia	coli
NZ_CP017246	Escherichia	coli
NZ_CP017632	Escherichia	coli
NZ_CP017633	Escherichia	coli
NZ_CP019214	Escherichia	coli
NZ_CP019215	Escherichia	coli
NZ_CP019216	Escherichia	coli
NC_003383	Listeria	innocua
NC_016825	Salmonella	enterica
NC_016855	Salmonella	enterica
NC_017054	Salmonella	enterica
NC_016864	Salmonella	enterica
NC_016858	Salmonella	enterica
NC_017675	Salmonella	enterica
NC_016859	Salmonella	enterica
NC_011148	Salmonella	enterica
NC_011081	Salmonella	enterica
NC_011082	Salmonella	enterica
NC_009140	Salmonella	enterica
NC_011079	Salmonella	enterica
NC_012124	Salmonella	enterica
NC_006855	Salmonella	enterica
NC_006856	Salmonella	enterica
NC_011204	Salmonella	enterica
NC_017624	Salmonella	enterica
NC_011092	Salmonella	enterica
NC_011093	Salmonella	enterica
NC_018888	Listeria	monocytogenes
NC_016861	Salmonella	enterica
NC_016862	Salmonella	enterica
NC_018889	Listeria	monocytogenes
NC_017720	Salmonella	enterica
NC_017718	Salmonella	enterica
NC_017719	Salmonella	enterica
NC_011077	Salmonella	enterica
NC_011076	Salmonella	enterica
NC_011078	Salmonella	enterica
NC_019002	Salmonella	enterica
NC_011214	Salmonella	enterica
NC_011215	Salmonella	enterica
NC_021155	Salmonella	enterica
NC_021156	Salmonella	enterica
NC_021157	Salmonella	enterica
NC_020306	Salmonella	enterica
NC_020308	Salmonella	enterica
NC_021828	Listeria	monocytogenes
NC_022051	Listeria	monocytogenes
NC_022047	Listeria	monocytogenes
NC_022045	Listeria	monocytogenes
NC_022046	Listeria	monocytogenes
NC_021811	Salmonella	enterica
NC_021841	Salmonella	enterica
NC_021869	Salmonella	enterica
NC_021871	Salmonella	bongori
NC_021817	Salmonella	enterica
NC_021845	Salmonella	enterica
NC_021819	Salmonella	enterica
NC_022570	Salmonella	enterica
NC_014495	Listeria	monocytogenes
NZ_HG813250	Listeria	monocytogenes
NC_021813	Salmonella	enterica
NC_021842	Salmonella	enterica
NZ_CP005994	Salmonella	enterica
NZ_HG813248	Listeria	monocytogenes
NZ_CP007508	Salmonella	enterica
NC_013767	Listeria	monocytogenes
NZ_CP007599	Salmonella	enterica
NZ_CP007582	Salmonella	enterica
NZ_CP009103	Salmonella	enterica
NZ_CP008745	Salmonella	enterica
NZ_AP014566	Salmonella	enterica
NZ_CP008927	Salmonella	enterica
NC_021815	Salmonella	enterica
NC_021843	Salmonella	enterica
NC_021816	Salmonella	enterica
NZ_CP009409	Salmonella	enterica
NZ_CP009566	Salmonella	enterica
NZ_CP009567	Salmonella	enterica
NZ_CP009568	Salmonella	enterica
NZ_CP014688	Acetobacter	persici
NZ_CP011399	Listeria	monocytogenes
NZ_CP011395	Salmonella	enterica
NZ_CP011429	Salmonella	enterica
NZ_CP011430	Salmonella	enterica
NZ_CP011431	Salmonella	enterica
NZ_CP011432	Salmonella	enterica
NZ_CP011433	Salmonella	enterica
NZ_CP011434	Salmonella	enterica
NZ_CP011435	Salmonella	enterica
NZ_CP007529	Salmonella	enterica
NZ_CP012039	Salmonella	enterica
NZ_CP012345	Salmonella	enterica
NZ_CP012348	Salmonella	enterica
NZ_CP012682	Salmonella	enterica
NZ_CP012683	Salmonella	enterica
NZ_CP012684	Salmonella	enterica
NZ_CP012834	Salmonella	enterica
NZ_CP012835	Salmonella	enterica
NZ_CP009767	Salmonella	enterica
NZ_LN890521	Salmonella	enterica
NZ_LN890523	Salmonella	enterica
NZ_LN890525	Salmonella	enterica
NZ_LN890526	Salmonella	enterica
NZ_LN890519	Salmonella	enterica
NZ_CP012922	Salmonella	enterica
NZ_CP012923	Salmonella	enterica
NZ_CP012931	Salmonella	enterica
NZ_CP012932	Salmonella	enterica
NZ_CP012933	Salmonella	enterica
NZ_CP012934	Salmonella	enterica
NZ_CP012935	Salmonella	enterica
NZ_CP012936	Salmonella	enterica
NZ_CP009570	Salmonella	enterica
NZ_LN868944	Salmonella	enterica
NZ_LN868945	Salmonella	enterica
NZ_LN868946	Salmonella	enterica
NZ_CP013224	Salmonella	enterica
NZ_CP013225	Salmonella	enterica
NZ_CP012925	Salmonella	enterica
NZ_CP012926	Salmonella	enterica
NZ_CP012927	Salmonella	enterica
NZ_CP012928	Salmonella	enterica
NZ_CP012929	Salmonella	enterica
NZ_CP013725	Listeria	monocytogenes
NZ_CP013098	Salmonella	enterica
NZ_CP014253	Listeria	monocytogenes
NZ_CP014254	Listeria	monocytogenes
NZ_CP014251	Listeria	monocytogenes
NZ_CP014050	Salmonella	enterica
NZ_CP014359	Salmonella	enterica
NZ_CP014357	Salmonella	enterica
NZ_CP014537	Salmonella	enterica
NZ_CP013221	Salmonella	enterica
NZ_CP013223	Salmonella	enterica
NZ_CP014997	Salmonella	enterica
NZ_CP014662	Salmonella	enterica
NZ_CP014660	Salmonella	enterica
NZ_CP014995	Salmonella	enterica
NZ_CP014658	Salmonella	enterica
NZ_CP014968	Salmonella	enterica
NZ_CP014970	Salmonella	enterica
NZ_CP014966	Salmonella	enterica
NZ_CP014978	Salmonella	enterica
NZ_CP011293	Salmonella	enterica
NZ_CP011294	Salmonella	enterica
NZ_CP014976	Salmonella	enterica
NZ_CP011943	Salmonella	enterica
NZ_CP011944	Salmonella	enterica
NZ_CP011945	Salmonella	enterica
NZ_LN999012	Salmonella	enterica
NZ_CP011290	Salmonella	enterica
NZ_CP011291	Salmonella	enterica
NZ_CP016505	Salmonella	enterica
NZ_CP016506	Salmonella	enterica
NZ_CP016508	Salmonella	enterica
NZ_CP016509	Salmonella	enterica
NZ_CP016515	Salmonella	enterica
NZ_CP016516	Salmonella	enterica
NZ_CP016511	Salmonella	enterica
NZ_CP016512	Salmonella	enterica
NZ_CP016513	Salmonella	enterica
NZ_CP015158	Salmonella	enterica
NZ_CP016518	Salmonella	enterica
NZ_CP016519	Salmonella	enterica
NZ_CP016520	Salmonella	enterica
NZ_CP015725	Salmonella	enterica
NZ_CP016577	Salmonella	enterica
NZ_CP016578	Salmonella	enterica
NZ_CP016531	Salmonella	enterica
NZ_CP016532	Salmonella	enterica
NZ_CP016533	Salmonella	enterica
NZ_CP016522	Salmonella	enterica
NZ_CP016523	Salmonella	enterica
NZ_CP016524	Salmonella	enterica
NZ_CP012397	Salmonella	enterica
NZ_CP016526	Salmonella	enterica
NZ_CP016527	Salmonella	enterica
NZ_CP016528	Salmonella	enterica
NZ_CP016529	Salmonella	enterica
NZ_CP016566	Salmonella	enterica
NZ_CP016567	Salmonella	enterica
NZ_CP016568	Salmonella	enterica
NZ_CP016570	Salmonella	enterica
NZ_CP016571	Salmonella	enterica
NZ_CP016572	Salmonella	enterica
NZ_CP016574	Salmonella	enterica
NZ_CP016575	Salmonella	enterica
NZ_CP016564	Salmonella	enterica
NZ_CP016580	Salmonella	enterica
NZ_CP007485	Salmonella	enterica
NZ_CP007486	Salmonella	enterica
NZ_CP007487	Salmonella	enterica
NZ_CP007488	Salmonella	enterica
NZ_CP007489	Salmonella	enterica
NZ_CP016562	Salmonella	enterica
NZ_CP016587	Salmonella	enterica
NZ_CP016582	Salmonella	enterica
NZ_CP016583	Salmonella	enterica
NZ_CP016584	Salmonella	enterica
NZ_CP016585	Salmonella	enterica
NZ_CP016386	Salmonella	enterica
NZ_CP016387	Salmonella	enterica
NZ_CP016388	Salmonella	enterica
NZ_CP016389	Salmonella	enterica
NZ_CP016390	Salmonella	enterica
NZ_CP019209	Enterococcus	faecium
NZ_CP019210	Enterococcus	faecium
NZ_CP019211	Enterococcus	faecium
NZ_CP019212	Enterococcus	faecium
NZ_CP019793	Chlamydia	gallinacea
NZ_CP014980	Salmonella	enterica
NZ_CP017724	Salmonella	enterica
NZ_CP017725	Salmonella	enterica
NZ_CP017726	Salmonella	enterica
NZ_CP019773	Klebsiella	pneumoniae
NZ_CP019774	Klebsiella	pneumoniae
NZ_CP019775	Klebsiella	pneumoniae
NZ_CP019776	Klebsiella	pneumoniae
NZ_CP019795	Paenibacillus	larvae
NZ_CP019796	Paenibacillus	larvae
NZ_CP017620	Salmonella	enterica
NZ_CP016013	Salmonella	enterica
NZ_CP016407	Salmonella	enterica
NZ_CP016411	Salmonella	enterica
NZ_CP016413	Salmonella	enterica
NZ_CP019166	Listeria	monocytogenes
NZ_CP019168	Listeria	monocytogenes
NZ_CP016409	Salmonella	enterica
NZ_CP016011	Salmonella	enterica
NZ_CP019199	Salmonella	enterica
NZ_CP019200	Salmonella	enterica
NZ_CP019182	Salmonella	enterica
NZ_CP019193	Salmonella	enterica
NZ_CP019205	Salmonella	enterica
NZ_CP019207	Salmonella	enterica
NZ_CP019180	Salmonella	enterica
NZ_CP013214	Erysipelothrix	larvae
NZ_CP016838	Salmonella	enterica
NC_005951	Staphylococcus	aureus
NC_007790	Staphylococcus	aureus
NC_007791	Staphylococcus	aureus
NC_007792	Staphylococcus	aureus
NC_009477	Staphylococcus	aureus
NC_017339	Staphylococcus	aureus
NC_002774	Staphylococcus	aureus
NC_010063	Staphylococcus	aureus
NC_012417	Staphylococcus	aureus
NC_017352	Staphylococcus	aureus
NC_017332	Staphylococcus	aureus
NC_013451	Staphylococcus	aureus
NC_013452	Staphylococcus	aureus
NC_013453	Staphylococcus	aureus
NC_009619	Staphylococcus	aureus
NC_010066	Staphylococcus	aureus
NC_003140	Staphylococcus	aureus
NC_006629	Staphylococcus	aureus
NZ_CP019443	Salmonella	enterica
NZ_CP019444	Salmonella	enterica
NC_017346	Staphylococcus	aureus
NC_017344	Staphylococcus	aureus
NC_017350	Staphylococcus	aureus
NC_017345	Staphylococcus	aureus
NC_017348	Staphylococcus	aureus
NC_022610	Staphylococcus	aureus
NC_022605	Staphylococcus	aureus
NC_021552	Staphylococcus	aureus
NC_020539	Staphylococcus	aureus
NC_021060	Staphylococcus	aureus
NC_021657	Staphylococcus	aureus
NC_020535	Staphylococcus	aureus
NC_022227	Staphylococcus	aureus
NC_022228	Staphylococcus	aureus
NC_020534	Staphylococcus	aureus
NC_022126	Staphylococcus	aureus
NZ_CP018771	Escherichia	coli
NZ_CP018772	Escherichia	coli
NZ_CP018773	Escherichia	coli
NZ_CP018774	Escherichia	coli
NZ_CP018775	Escherichia	coli
NZ_CP010141	Escherichia	coli
NZ_CP010142	Escherichia	coli
NZ_CP019904	Escherichia	coli
NZ_CP019905	Escherichia	coli
NZ_CP019906	Escherichia	coli
NZ_CP019907	Escherichia	coli
NZ_CP019908	Escherichia	coli
NZ_CP019909	Escherichia	coli
NZ_CP019910	Escherichia	coli
NZ_CP018875	Bacillus	megaterium
NZ_CP018876	Bacillus	megaterium
NZ_CP018877	Bacillus	megaterium
NZ_CP018878	Bacillus	megaterium
NZ_CP018879	Bacillus	megaterium
NZ_CP018880	Bacillus	megaterium
NZ_CP018881	Bacillus	megaterium
NZ_CP013721	Salmonella	enterica
NZ_CP007177	Staphylococcus	aureus
NZ_CP007178	Staphylococcus	aureus
NC_017334	Staphylococcus	aureus
NC_017335	Staphylococcus	aureus
NC_017336	Staphylococcus	aureus
NZ_CP019173	Salmonella	enterica
NZ_CP015985	Listeria	monocytogenes
NZ_CP017729	Salmonella	enterica
NZ_CP015977	Escherichia	coli
NZ_CP014707	Salmonella	enterica
NZ_CP007455	Staphylococcus	aureus
NZ_CP007500	Staphylococcus	aureus
NZ_CP009362	Staphylococcus	aureus
NC_020530	Staphylococcus	aureus
NC_020531	Staphylococcus	aureus
NC_020565	Staphylococcus	aureus
NZ_CP007671	Staphylococcus	aureus
NC_020567	Staphylococcus	aureus
NZ_CP011527	Staphylococcus	aureus
NZ_CP011529	Staphylococcus	aureus
NC_020538	Staphylococcus	aureus
NZ_CP007675	Staphylococcus	aureus
NZ_CP013017	Leuconostoc	mesenteroides
NZ_CP014602	Leuconostoc	mesenteroides
NZ_CP014603	Leuconostoc	mesenteroides
NZ_CP014604	Leuconostoc	mesenteroides
NZ_CP012121	Staphylococcus	aureus
NZ_CP012118	Staphylococcus	aureus
NZ_CP014577	Salmonella	enterica
NZ_CP010403	Staphylococcus	aureus
NZ_CP010404	Staphylococcus	aureus
NZ_LN831037	Staphylococcus	aureus
NZ_LN831038	Staphylococcus	aureus
NZ_AP017321	Staphylococcus	aureus
NZ_CP012017	Staphylococcus	aureus
NZ_CP012016	Staphylococcus	aureus
NZ_CP012014	Staphylococcus	aureus
NZ_CP007677	Staphylococcus	aureus
NZ_CP007678	Staphylococcus	aureus
NZ_CP007679	Staphylococcus	aureus
NZ_AP014943	Staphylococcus	aureus
NZ_CP007658	Staphylococcus	aureus
NZ_CP007673	Staphylococcus	aureus
NZ_CP013620	Staphylococcus	aureus
NZ_CP013617	Staphylococcus	aureus
NZ_CP013618	Staphylococcus	aureus
NZ_CP014063	Staphylococcus	aureus
NZ_CP012757	Staphylococcus	aureus
NZ_CP013227	Staphylococcus	aureus
NZ_CP013228	Staphylococcus	aureus
NZ_CP013229	Staphylococcus	aureus
NZ_CP013230	Staphylococcus	aureus
NZ_CP012594	Staphylococcus	aureus
NZ_CP012595	Staphylococcus	aureus
NZ_CP012596	Staphylococcus	aureus
NZ_CP010891	Staphylococcus	aureus
NZ_CP014074	Escherichia	coli
NZ_CP014075	Escherichia	coli
NZ_CP014076	Escherichia	coli
NZ_CP014077	Escherichia	coli
NZ_CP014078	Escherichia	coli
NZ_CP014079	Escherichia	coli
NZ_CP014080	Escherichia	coli
NZ_CP014081	Escherichia	coli
NZ_CP014082	Escherichia	coli
NZ_CP014083	Escherichia	coli
NZ_CP014084	Escherichia	coli
NZ_CP014085	Escherichia	coli
NZ_CP014086	Escherichia	coli
NZ_CP014087	Escherichia	coli
NZ_CP014088	Escherichia	coli
NZ_CP014089	Escherichia	coli
NZ_CP014090	Escherichia	coli
NZ_CP014091	Escherichia	coli
NZ_CP007150	Escherichia	coli
NZ_CP013028	Escherichia	coli
NZ_CP013030	Escherichia	coli
NZ_CP017618	Salmonella	enterica
NZ_CP017619	Salmonella	enterica
NZ_LT009691	Staphylococcus	aureus
NC_011651	Borrelia	afzelii
NC_011787	Borrelia	afzelii
NC_011789	Borrelia	afzelii
NC_011649	Borrelia	afzelii
NC_011793	Borrelia	afzelii
NC_011794	Borrelia	afzelii
NC_011647	Borrelia	afzelii
NC_011788	Borrelia	afzelii
NC_011790	Borrelia	afzelii
NC_011792	Borrelia	afzelii
